,STATE,AREA,AGE_ADJUSTED_CI_LOWER,AGE_ADJUSTED_CI_UPPER,AGE_ADJUSTED_RATE,COUNT,EVENT_TYPE,POPULATION,RACE,SEX,SITE,YEAR,CRUDE_CI_LOWER,CRUDE_CI_UPPER,CRUDE_RATE,FIPS,E_TOTPOP,E_PCI,EP_UNEMP,EP_NOHSDP,EP_DISABL,EP_MINRTY,EP_MUNIT,EP_POV
676,FL,FL: Columbia County (12023),195.9,223.0,209.1,982,Mortality,345933,All Races,Male and Female,All Cancer Sites Combined,2014-2018,266.4,302.2,283.9,12023,69105.0,23901.0,9.5,13.3,19.5,27.3,3.8,17.4
677,FL,FL: DeSoto County (12027),383.3,435.4,408.7,1049,Incidence,181850,All Races,Male and Female,All Cancer Sites Combined,2014-2018,542.5,612.8,576.8,12027,36399.0,18311.0,5.0,27.3,14.1,45.0,0.8,28.5
678,FL,FL: DeSoto County (12027),140.4,171.3,155.2,426,Mortality,181850,All Races,Male and Female,All Cancer Sites Combined,2014-2018,212.5,257.6,234.3,12027,36399.0,18311.0,5.0,27.3,14.1,45.0,0.8,28.5
679,FL,FL: Dixie County (12029),451.6,533.1,490.8,644,Incidence,82159,All Races,Male and Female,All Cancer Sites Combined,2014-2018,724.5,846.8,783.8,12029,16437.0,20527.0,5.5,20.7,24.5,15.6,0.9,23.1
680,FL,FL: Dixie County (12029),168.7,217.9,191.8,262,Mortality,82159,All Races,Male and Female,All Cancer Sites Combined,2014-2018,281.4,359.9,318.9,12029,16437.0,20527.0,5.5,20.7,24.5,15.6,0.9,23.1
681,FL,FL: Duval County (12031),513.9,526.8,520.3,26320,Incidence,4619841,All Races,Male and Female,All Cancer Sites Combined,2014-2018,562.9,576.6,569.7,12031,924229.0,30012.0,6.6,10.5,13.5,46.5,17.6,15.5
682,FL,FL: Duval County (12031),169.3,176.8,173.1,8595,Mortality,4619841,All Races,Male and Female,All Cancer Sites Combined,2014-2018,182.1,190.0,186.0,12031,924229.0,30012.0,6.6,10.5,13.5,46.5,17.6,15.5
683,FL,FL: Escambia County (12033),481.7,502.3,491.9,9349,Incidence,1557097,All Races,Male and Female,All Cancer Sites Combined,2014-2018,588.3,612.7,600.4,12033,311522.0,26730.0,6.5,9.2,15.0,35.4,11.0,13.9
684,FL,FL: Escambia County (12033),173.6,185.9,179.7,3488,Mortality,1557097,All Races,Male and Female,All Cancer Sites Combined,2014-2018,216.6,231.6,224.0,12033,311522.0,26730.0,6.5,9.2,15.0,35.4,11.0,13.9
685,FL,FL: Flagler County (12035),476.0,507.5,491.5,4770,Incidence,535815,All Races,Male and Female,All Cancer Sites Combined,2014-2018,865.1,915.9,890.2,12035,107139.0,27689.0,5.5,8.0,16.0,25.1,8.2,11.9
686,FL,FL: Flagler County (12035),143.6,160.0,151.6,1570,Mortality,535815,All Races,Male and Female,All Cancer Sites Combined,2014-2018,278.7,307.9,293.0,12035,107139.0,27689.0,5.5,8.0,16.0,25.1,8.2,11.9
687,FL,FL: Franklin County (12037),409.8,507.6,456.4,397,Incidence,58591,All Races,Male and Female,All Cancer Sites Combined,2014-2018,612.6,747.6,677.6,12037,11736.0,25037.0,7.5,19.7,21.8,23.1,1.7,20.7
688,FL,FL: Franklin County (12037),152.9,213.1,180.8,161,Mortality,58591,All Races,Male and Female,All Cancer Sites Combined,2014-2018,234.0,320.7,274.8,12037,11736.0,25037.0,7.5,19.7,21.8,23.1,1.7,20.7
689,FL,FL: Gadsden County (12039),424.8,475.3,449.5,1320,Incidence,230180,All Races,Male and Female,All Cancer Sites Combined,2014-2018,542.9,605.3,573.5,12039,46017.0,20158.0,7.8,20.7,20.1,67.5,0.9,24.6
690,FL,FL: Gadsden County (12039),151.8,182.2,166.4,498,Mortality,230180,All Races,Male and Female,All Cancer Sites Combined,2014-2018,197.8,236.2,216.4,12039,46017.0,20158.0,7.8,20.7,20.1,67.5,0.9,24.6
691,FL,FL: Gilchrist County (12041),420.3,504.6,460.9,534,Incidence,88175,All Races,Male and Female,All Cancer Sites Combined,2014-2018,555.3,659.2,605.6,12041,17615.0,21379.0,6.1,14.1,21.0,13.5,0.1,17.9
692,FL,FL: Gilchrist County (12041),159.6,209.7,183.3,233,Mortality,88175,All Races,Male and Female,All Cancer Sites Combined,2014-2018,231.4,300.4,264.2,12041,17615.0,21379.0,6.1,14.1,21.0,13.5,0.1,17.9
693,FL,FL: Glades County (12043),290.8,364.5,325.8,361,Incidence,66714,All Races,Male and Female,All Cancer Sites Combined,2014-2018,486.7,599.9,541.1,12043,13363.0,21020.0,10.8,24.4,20.4,39.7,0.4,17.0
694,FL,FL: Glades County (12043),106.7,152.3,127.6,147,Mortality,66714,All Races,Male and Female,All Cancer Sites Combined,2014-2018,186.2,259.0,220.3,12043,13363.0,21020.0,10.8,24.4,20.4,39.7,0.4,17.0
695,FL,FL: Gulf County (12045),408.9,490.3,448.0,513,Incidence,80244,All Races,Male and Female,All Cancer Sites Combined,2014-2018,585.2,697.1,639.3,12045,16055.0,21255.0,7.4,15.1,18.6,25.3,1.4,13.9
696,FL,FL: Gulf County (12045),141.3,189.8,163.9,195,Mortality,80244,All Races,Male and Female,All Cancer Sites Combined,2014-2018,210.1,279.6,243.0,12045,16055.0,21255.0,7.4,15.1,18.6,25.3,1.4,13.9
697,FL,FL: Hamilton County (12047),386.1,476.1,429.2,387,Incidence,71272,All Races,Male and Female,All Cancer Sites Combined,2014-2018,490.2,599.9,543.0,12047,14269.0,15097.0,14.6,23.9,22.6,45.1,0.2,29.5
698,FL,FL: Hamilton County (12047),177.7,240.3,207.1,186,Mortality,71272,All Races,Male and Female,All Cancer Sites Combined,2014-2018,224.8,301.3,261.0,12047,14269.0,15097.0,14.6,23.9,22.6,45.1,0.2,29.5
699,FL,FL: Hardee County (12049),428.7,498.3,462.5,714,Incidence,135984,All Races,Male and Female,All Cancer Sites Combined,2014-2018,487.2,565.0,525.1,12049,27228.0,18257.0,6.0,24.2,10.1,52.8,3.7,26.7
700,FL,FL: Hardee County (12049),131.1,170.5,149.8,236,Mortality,135984,All Races,Male and Female,All Cancer Sites Combined,2014-2018,152.1,197.2,173.5,12049,27228.0,18257.0,6.0,24.2,10.1,52.8,3.7,26.7
701,FL,FL: Hendry County (12051),360.9,415.2,387.3,814,Incidence,200113,All Races,Male and Female,All Cancer Sites Combined,2014-2018,379.3,435.7,406.8,12051,40127.0,18900.0,8.3,34.3,12.7,67.3,1.1,26.8
702,FL,FL: Hendry County (12051),126.7,159.7,142.5,300,Mortality,200113,All Races,Male and Female,All Cancer Sites Combined,2014-2018,133.4,167.9,149.9,12051,40127.0,18900.0,8.3,34.3,12.7,67.3,1.1,26.8
703,FL,FL: Hernando County (12053),536.9,562.6,549.6,8552,Incidence,912943,All Races,Male and Female,All Cancer Sites Combined,2014-2018,917.0,956.8,936.8,12053,182696.0,24551.0,7.4,12.6,19.1,21.6,2.7,14.3
704,FL,FL: Hernando County (12053),163.9,177.1,170.4,2936,Mortality,912943,All Races,Male and Female,All Cancer Sites Combined,2014-2018,310.1,333.4,321.6,12053,182696.0,24551.0,7.4,12.6,19.1,21.6,2.7,14.3
705,FL,FL: Highlands County (12055),444.1,476.7,460.1,4487,Incidence,509547,All Races,Male and Female,All Cancer Sites Combined,2014-2018,855.0,906.7,880.6,12055,102101.0,23722.0,10.8,15.3,20.4,32.4,2.9,19.2
706,FL,FL: Highlands County (12055),140.3,156.8,148.3,1685,Mortality,509547,All Races,Male and Female,All Cancer Sites Combined,2014-2018,315.1,346.9,330.7,12055,102101.0,23722.0,10.8,15.3,20.4,32.4,2.9,19.2
707,FL,FL: Hillsborough County (12057),475.8,485.8,480.8,36771,Incidence,6971719,All Races,Male and Female,All Cancer Sites Combined,2014-2018,522.1,532.8,527.4,12057,1378883.0,31173.0,6.1,11.6,11.5,50.5,17.0,15.3
708,FL,FL: Hillsborough County (12057),151.9,157.6,154.7,11637,Mortality,6971719,All Races,Male and Female,All Cancer Sites Combined,2014-2018,163.9,170.0,166.9,12057,1378883.0,31173.0,6.1,11.6,11.5,50.5,17.0,15.3
709,FL,FL: Holmes County (12059),267.1,328.7,296.6,396,Incidence,97105,All Races,Male and Female,All Cancer Sites Combined,2014-2018,368.6,450.0,407.8,12059,19430.0,18574.0,10.7,22.6,24.0,13.1,0.6,25.6
710,FL,FL: Holmes County (12059),157.8,204.0,179.6,253,Mortality,97105,All Races,Male and Female,All Cancer Sites Combined,2014-2018,229.4,294.7,260.5,12059,19430.0,18574.0,10.7,22.6,24.0,13.1,0.6,25.6
711,FL,FL: Indian River County (12061),477.5,504.0,490.6,7039,Incidence,754466,All Races,Male and Female,All Cancer Sites Combined,2014-2018,911.3,955.0,933.0,12061,150984.0,35172.0,7.1,11.3,16.6,24.4,14.9,12.2
712,FL,FL: Indian River County (12061),147.8,161.1,154.3,2556,Mortality,754466,All Races,Male and Female,All Cancer Sites Combined,2014-2018,325.8,352.2,338.8,12061,150984.0,35172.0,7.1,11.3,16.6,24.4,14.9,12.2
713,FL,FL: Jackson County (12063),314.4,355.4,334.4,1094,Incidence,242039,All Races,Male and Female,All Cancer Sites Combined,2014-2018,425.6,479.6,452.0,12063,48472.0,18882.0,8.8,19.3,19.6,34.7,0.9,20.6
714,FL,FL: Jackson County (12063),182.7,213.3,197.5,678,Mortality,242039,All Races,Male and Female,All Cancer Sites Combined,2014-2018,259.4,302.0,280.1,12063,48472.0,18882.0,8.8,19.3,19.6,34.7,0.9,20.6
715,FL,FL: Jefferson County (12065),340.4,419.7,378.3,412,Incidence,70617,All Races,Male and Female,All Cancer Sites Combined,2014-2018,528.4,642.6,583.4,12065,14105.0,23448.0,4.9,17.9,16.4,40.6,0.0,14.1
716,FL,FL: Jefferson County (12065),135.3,185.2,158.5,179,Mortality,70617,All Races,Male and Female,All Cancer Sites Combined,2014-2018,217.7,293.5,253.5,12065,14105.0,23448.0,4.9,17.9,16.4,40.6,0.0,14.1
717,FL,FL: Lafayette County (12067),377.9,496.3,433.9,219,Incidence,43626,All Races,Male and Female,All Cancer Sites Combined,2014-2018,437.7,573.1,502.0,12067,8744.0,19870.0,13.5,23.9,17.2,33.6,2.3,20.1
718,FL,FL: Lafayette County (12067),158.9,240.0,196.2,97,Mortality,43626,All Races,Male and Female,All Cancer Sites Combined,2014-2018,180.3,271.2,222.3,12067,8744.0,19870.0,13.5,23.9,17.2,33.6,2.3,20.1
719,FL,FL: Lake County (12069),511.4,529.7,520.5,14556,Incidence,1677559,All Races,Male and Female,All Cancer Sites Combined,2014-2018,853.6,881.9,867.7,12069,335362.0,27052.0,6.5,10.7,16.4,29.4,5.8,12.5
720,FL,FL: Lake County (12069),154.4,163.9,159.1,4794,Mortality,1677559,All Races,Male and Female,All Cancer Sites Combined,2014-2018,277.7,294.0,285.8,12069,335362.0,27052.0,6.5,10.7,16.4,29.4,5.8,12.5
721,FL,FL: Lee County (12071),420.9,432.3,426.6,25917,Incidence,3593995,All Races,Male and Female,All Cancer Sites Combined,2014-2018,712.4,730.0,721.1,12071,718679.0,31924.0,5.9,12.0,13.6,32.2,16.6,14.0
722,FL,FL: Lee County (12071),127.6,133.4,130.5,8686,Mortality,3593995,All Races,Male and Female,All Cancer Sites Combined,2014-2018,236.6,246.8,241.7,12071,718679.0,31924.0,5.9,12.0,13.6,32.2,16.6,14.0
723,FL,FL: Leon County (12073),391.1,412.9,401.9,5652,Incidence,1439040,All Races,Male and Female,All Cancer Sites Combined,2014-2018,382.6,403.1,392.8,12073,288102.0,29754.0,7.8,6.4,11.4,43.2,18.4,20.4
724,FL,FL: Leon County (12073),137.7,150.9,144.2,1975,Mortality,1439040,All Races,Male and Female,All Cancer Sites Combined,2014-2018,131.3,143.4,137.2,12073,288102.0,29754.0,7.8,6.4,11.4,43.2,18.4,20.4
725,FL,FL: Levy County (12075),465.7,518.9,491.7,1563,Incidence,199808,All Races,Male and Female,All Cancer Sites Combined,2014-2018,743.9,822.0,782.3,12075,39961.0,22025.0,6.8,15.7,19.9,19.9,1.4,20.7
726,FL,FL: Levy County (12075),185.2,218.0,201.0,663,Mortality,199808,All Races,Male and Female,All Cancer Sites Combined,2014-2018,307.0,358.1,331.8,12075,39961.0,22025.0,6.8,15.7,19.9,19.9,1.4,20.7
727,FL,FL: Liberty County (12077),312.9,426.9,366.4,172,Incidence,41790,All Races,Male and Female,All Cancer Sites Combined,2014-2018,352.4,477.9,411.6,12077,8365.0,17197.0,11.3,18.6,24.5,23.9,0.5,13.0
728,FL,FL: Liberty County (12077),138.8,218.4,175.1,83,Mortality,41790,All Races,Male and Female,All Cancer Sites Combined,2014-2018,158.2,246.2,198.6,12077,8365.0,17197.0,11.3,18.6,24.5,23.9,0.5,13.0
729,FL,FL: Madison County (12079),294.2,359.4,325.4,423,Incidence,92409,All Races,Male and Female,All Cancer Sites Combined,2014-2018,415.2,503.5,457.7,12079,18474.0,19223.0,5.7,19.3,19.1,45.6,1.6,28.2
730,FL,FL: Madison County (12079),155.0,202.3,177.3,236,Mortality,92409,All Races,Male and Female,All Cancer Sites Combined,2014-2018,223.8,290.1,255.4,12079,18474.0,19223.0,5.7,19.3,19.1,45.6,1.6,28.2
731,FL,FL: Manatee County (12081),432.7,448.8,440.7,13758,Incidence,1868679,All Races,Male and Female,All Cancer Sites Combined,2014-2018,724.0,748.6,736.2,12081,373853.0,32070.0,5.9,10.8,14.1,28.5,13.6,12.5
732,FL,FL: Manatee County (12081),126.2,134.4,130.3,4462,Mortality,1868679,All Races,Male and Female,All Cancer Sites Combined,2014-2018,231.8,245.9,238.8,12081,373853.0,32070.0,5.9,10.8,14.1,28.5,13.6,12.5
733,FL,FL: Marion County (12083),511.4,529.5,520.4,15659,Incidence,1740057,All Races,Male and Female,All Cancer Sites Combined,2014-2018,885.9,914.1,899.9,12083,348371.0,24570.0,8.8,12.7,18.1,29.2,2.8,16.6
734,FL,FL: Marion County (12083),160.2,169.7,164.9,5379,Mortality,1740057,All Races,Male and Female,All Cancer Sites Combined,2014-2018,300.9,317.5,309.1,12083,348371.0,24570.0,8.8,12.7,18.1,29.2,2.8,16.6
735,FL,FL: Martin County (12085),441.2,466.2,453.5,6569,Incidence,787446,All Races,Male and Female,All Cancer Sites Combined,2014-2018,814.2,854.6,834.2,12085,157581.0,40389.0,5.3,9.5,15.2,21.4,14.3,10.5
736,FL,FL: Martin County (12085),129.5,141.5,135.3,2331,Mortality,787446,All Races,Male and Female,All Cancer Sites Combined,2014-2018,284.1,308.3,296.0,12085,157581.0,40389.0,5.3,9.5,15.2,21.4,14.3,10.5
737,FL,FL: Miami-Dade County (12086),423.8,430.3,427.0,69076,Incidence,13414470,All Races,Male and Female,All Cancer Sites Combined,2014-2018,511.1,518.8,514.9,12086,2715516.0,26838.0,6.3,18.5,10.1,86.6,38.5,18.0
738,FL,FL: Miami-Dade County (12086),129.2,132.7,131.0,21802,Mortality,13414470,All Races,Male and Female,All Cancer Sites Combined,2014-2018,160.4,164.7,162.5,12086,2715516.0,26838.0,6.3,18.5,10.1,86.6,38.5,18.0
739,FL,FL: Monroe County (12087),394.6,429.2,411.6,2458,Incidence,381021,All Races,Male and Female,All Cancer Sites Combined,2014-2018,619.9,671.1,645.1,12087,76325.0,43477.0,2.9,8.7,11.1,33.1,12.5,11.8
740,FL,FL: Monroe County (12087),139.1,159.6,149.0,895,Mortality,381021,All Races,Male and Female,All Cancer Sites Combined,2014-2018,219.8,250.8,234.9,12087,76325.0,43477.0,2.9,8.7,11.1,33.1,12.5,11.8
741,FL,FL: Nassau County (12089),537.2,577.6,557.1,3310,Incidence,403117,All Races,Male and Female,All Cancer Sites Combined,2014-2018,793.4,849.6,821.1,12089,80578.0,35335.0,4.7,8.6,16.0,12.6,6.2,10.2
742,FL,FL: Nassau County (12089),173.7,196.6,184.9,1100,Mortality,403117,All Races,Male and Female,All Cancer Sites Combined,2014-2018,257.0,289.5,272.9,12089,80578.0,35335.0,4.7,8.6,16.0,12.6,6.2,10.2
743,FL,FL: Okaloosa County (12091),425.0,449.5,437.1,5205,Incidence,1002846,All Races,Male and Female,All Cancer Sites Combined,2014-2018,505.0,533.3,519.0,12091,200737.0,31901.0,5.6,8.2,15.2,26.1,16.8,11.5
744,FL,FL: Okaloosa County (12091),159.5,174.5,166.9,1993,Mortality,1002846,All Races,Male and Female,All Cancer Sites Combined,2014-2018,190.1,207.7,198.7,12091,200737.0,31901.0,5.6,8.2,15.2,26.1,16.8,11.5
745,FL,FL: Okeechobee County (12093),440.7,493.6,466.5,1290,Incidence,203121,All Races,Male and Female,All Cancer Sites Combined,2014-2018,600.9,670.7,635.1,12093,40572.0,19943.0,7.1,25.0,15.2,36.4,1.3,22.7
746,FL,FL: Okeechobee County (12093),164.4,196.4,179.8,520,Mortality,203121,All Races,Male and Female,All Cancer Sites Combined,2014-2018,234.5,279.0,256.0,12093,40572.0,19943.0,7.1,25.0,15.2,36.4,1.3,22.7
747,FL,FL: Orange County (12095),418.6,428.9,423.7,27470,Incidence,6611884,All Races,Male and Female,All Cancer Sites Combined,2014-2018,410.6,420.4,415.5,12095,1321194.0,28859.0,6.0,11.5,10.9,59.2,21.4,16.1
748,FL,FL: Orange County (12095),144.6,150.9,147.7,9062,Mortality,6611884,All Races,Male and Female,All Cancer Sites Combined,2014-2018,134.2,139.9,137.1,12095,1321194.0,28859.0,6.0,11.5,10.9,59.2,21.4,16.1
749,FL,FL: Osceola County (12097),447.1,467.5,457.2,8032,Incidence,1695070,All Races,Male and Female,All Cancer Sites Combined,2014-2018,463.5,484.3,473.8,12097,338619.0,21331.0,6.3,13.2,14.4,67.1,14.0,16.3
750,FL,FL: Osceola County (12097),139.8,151.6,145.6,2460,Mortality,1695070,All Races,Male and Female,All Cancer Sites Combined,2014-2018,139.4,151.0,145.1,12097,338619.0,21331.0,6.3,13.2,14.4,67.1,14.0,16.3
751,FL,FL: Palm Beach County (12099),432.9,441.2,437.0,48605,Incidence,7227022,All Races,Male and Female,All Cancer Sites Combined,2014-2018,666.6,678.6,672.5,12099,1446277.0,37998.0,6.5,11.8,12.3,44.7,24.9,12.8
752,FL,FL: Palm Beach County (12099),128.8,133.0,130.8,16601,Mortality,7227022,All Races,Male and Female,All Cancer Sites Combined,2014-2018,226.2,233.2,229.7,12099,1446277.0,37998.0,6.5,11.8,12.3,44.7,24.9,12.8
753,FL,FL: Pasco County (12101),501.3,516.3,508.7,19323,Incidence,2552462,All Races,Male and Female,All Cancer Sites Combined,2014-2018,746.4,767.8,757.0,12101,510593.0,27786.0,6.5,11.0,16.2,24.4,6.3,13.5
754,FL,FL: Pasco County (12101),163.0,171.3,167.1,6792,Mortality,2552462,All Races,Male and Female,All Cancer Sites Combined,2014-2018,259.8,272.5,266.1,12101,510593.0,27786.0,6.5,11.0,16.2,24.4,6.3,13.5
755,FL,FL: Pinellas County (12103),474.4,484.9,479.6,36907,Incidence,4784733,All Races,Male and Female,All Cancer Sites Combined,2014-2018,763.5,779.3,771.3,12103,957875.0,33478.0,5.7,8.9,15.3,25.7,24.0,13.0
756,FL,FL: Pinellas County (12103),148.4,153.9,151.2,12683,Mortality,4784733,All Races,Male and Female,All Cancer Sites Combined,2014-2018,260.5,269.7,265.1,12103,957875.0,33478.0,5.7,8.9,15.3,25.7,24.0,13.0
757,FL,FL: Polk County (12105),485.7,499.1,492.4,22445,Incidence,3340709,All Races,Male and Female,All Cancer Sites Combined,2014-2018,663.1,680.7,671.9,12105,668671.0,23812.0,6.9,15.2,15.4,40.0,5.2,16.6
758,FL,FL: Polk County (12105),152.2,159.4,155.8,7421,Mortality,3340709,All Races,Male and Female,All Cancer Sites Combined,2014-2018,217.1,227.3,222.1,12105,668671.0,23812.0,6.9,15.2,15.4,40.0,5.2,16.6
759,FL,FL: Putnam County (12107),477.2,517.2,496.9,2744,Incidence,363710,All Races,Male and Female,All Cancer Sites Combined,2014-2018,726.5,783.2,754.4,12107,72766.0,19976.0,10.5,19.1,18.0,28.4,2.7,24.8
760,FL,FL: Putnam County (12107),191.8,216.3,203.7,1178,Mortality,363710,All Races,Male and Female,All Cancer Sites Combined,2014-2018,305.7,342.9,323.9,12107,72766.0,19976.0,10.5,19.1,18.0,28.4,2.7,24.8
761,FL,FL: Santa Rosa County (12113),452.6,479.9,466.1,4765,Incidence,852132,All Races,Male and Female,All Cancer Sites Combined,2014-2018,543.4,575.3,559.2,12113,170442.0,30904.0,5.6,8.4,15.9,17.4,3.7,9.8
762,FL,FL: Santa Rosa County (12113),142.3,157.9,149.9,1519,Mortality,852132,All Races,Male and Female,All Cancer Sites Combined,2014-2018,169.4,187.5,178.3,12113,170442.0,30904.0,5.6,8.4,15.9,17.4,3.7,9.8
763,FL,FL: Sarasota County (12115),473.5,489.4,481.4,20446,Incidence,2060101,All Races,Male and Female,All Cancer Sites Combined,2014-2018,978.9,1006.2,992.5,12115,412144.0,39364.0,4.7,7.2,15.5,16.6,17.2,9.7
764,FL,FL: Sarasota County (12115),131.8,139.3,135.5,6628,Mortality,2060101,All Races,Male and Female,All Cancer Sites Combined,2014-2018,314.0,329.6,321.7,12115,412144.0,39364.0,4.7,7.2,15.5,16.6,17.2,9.7
765,FL,FL: Seminole County (12117),447.0,463.6,455.3,12152,Incidence,2276585,All Races,Male and Female,All Cancer Sites Combined,2014-2018,524.3,543.4,533.8,12117,455086.0,33419.0,5.6,5.7,10.3,38.7,14.5,11.4
766,FL,FL: Seminole County (12117),146.6,156.2,151.4,4020,Mortality,2276585,All Races,Male and Female,All Cancer Sites Combined,2014-2018,171.2,182.1,176.6,12117,455086.0,33419.0,5.6,5.7,10.3,38.7,14.5,11.4
767,FL,FL: St. Johns County (12109),480.0,502.6,491.2,7902,Incidence,1176533,All Races,Male and Female,All Cancer Sites Combined,2014-2018,656.9,686.6,671.6,12109,235503.0,41393.0,4.9,5.4,11.3,16.9,9.9,8.4
768,FL,FL: St. Johns County (12109),140.1,152.1,146.0,2411,Mortality,1176533,All Races,Male and Female,All Cancer Sites Combined,2014-2018,196.8,213.3,204.9,12109,235503.0,41393.0,4.9,5.4,11.3,16.9,9.9,8.4
769,FL,FL: St. Lucie County (12111),433.6,451.7,442.6,10376,Incidence,1526481,All Races,Male and Female,All Cancer Sites Combined,2014-2018,666.7,692.9,679.7,12111,305591.0,25736.0,6.5,13.9,15.7,42.0,12.5,15.0
770,FL,FL: St. Lucie County (12111),146.0,156.0,150.9,3825,Mortality,1526481,All Races,Male and Female,All Cancer Sites Combined,2014-2018,242.7,258.6,250.6,12111,305591.0,25736.0,6.5,13.9,15.7,42.0,12.5,15.0
771,FL,FL: Sumter County (12119),429.7,460.9,445.0,7572,Incidence,605035,All Races,Male and Female,All Cancer Sites Combined,2014-2018,1223.5,1280.0,1251.5,12119,120999.0,33629.0,4.7,8.4,19.6,15.1,1.8,8.8
772,FL,FL: Sumter County (12119),131.0,147.2,138.8,2389,Mortality,605035,All Races,Male and Female,All Cancer Sites Combined,2014-2018,379.2,411.0,394.9,12119,120999.0,33629.0,4.7,8.4,19.6,15.1,1.8,8.8
773,FL,FL: Suwannee County (12121),461.3,512.7,486.4,1526,Incidence,219600,All Races,Male and Female,All Cancer Sites Combined,2014-2018,660.5,730.7,694.9,12121,43924.0,21755.0,7.3,18.5,19.5,24.4,2.2,17.8
774,FL,FL: Suwannee County (12121),180.3,211.9,195.6,641,Mortality,219600,All Races,Male and Female,All Cancer Sites Combined,2014-2018,269.7,315.4,291.9,12121,43924.0,21755.0,7.3,18.5,19.5,24.4,2.2,17.8
775,FL,FL: Taylor County (12123),394.9,464.0,428.3,648,Incidence,110364,All Races,Male and Female,All Cancer Sites Combined,2014-2018,542.8,634.1,587.1,12123,22098.0,16919.0,6.2,22.6,22.7,28.0,1.6,19.8
776,FL,FL: Taylor County (12123),157.7,201.3,178.4,280,Mortality,110364,All Races,Male and Female,All Cancer Sites Combined,2014-2018,224.9,285.2,253.7,12123,22098.0,16919.0,6.2,22.6,22.7,28.0,1.6,19.8
777,FL,FL: Union County (12125),1066.6,1209.9,1136.4,1071,Incidence,76537,All Races,Male and Female,All Cancer Sites Combined,2014-2018,1316.8,1485.7,1399.3,12125,15239.0,15475.0,8.7,23.1,15.4,30.3,1.1,22.0
778,FL,FL: Union County (12125),407.3,500.9,452.2,406,Mortality,76537,All Races,Male and Female,All Cancer Sites Combined,2014-2018,480.1,584.7,530.5,12125,15239.0,15475.0,8.7,23.1,15.4,30.3,1.1,22.0
779,FL,FL: Volusia County (12127),484.1,498.5,491.3,20573,Incidence,2635867,All Races,Male and Female,All Cancer Sites Combined,2014-2018,769.9,791.2,780.5,12127,527634.0,27272.0,5.6,10.0,17.0,27.7,14.0,15.2
780,FL,FL: Volusia County (12127),162.8,170.7,166.7,7534,Mortality,2635867,All Races,Male and Female,All Cancer Sites Combined,2014-2018,279.4,292.4,285.8,12127,527634.0,27272.0,5.6,10.0,17.0,27.7,14.0,15.2
781,FL,FL: Wakulla County (12129),421.5,485.3,452.5,853,Incidence,159284,All Races,Male and Female,All Cancer Sites Combined,2014-2018,500.2,572.7,535.5,12129,31877.0,24322.0,5.2,12.1,16.2,20.5,0.9,11.5
782,FL,FL: Wakulla County (12129),160.9,203.4,181.2,314,Mortality,159284,All Races,Male and Female,All Cancer Sites Combined,2014-2018,175.9,220.2,197.1,12129,31877.0,24322.0,5.2,12.1,16.2,20.5,0.9,11.5
783,FL,FL: Walton County (12131),375.0,413.1,393.7,1818,Incidence,328426,All Races,Male and Female,All Cancer Sites Combined,2014-2018,528.4,579.6,553.5,12131,65858.0,33731.0,5.2,11.5,16.6,15.6,19.8,14.7
784,FL,FL: Walton County (12131),153.1,177.6,165.0,761,Mortality,328426,All Races,Male and Female,All Cancer Sites Combined,2014-2018,215.5,248.8,231.7,12131,65858.0,33731.0,5.2,11.5,16.6,15.6,19.8,14.7
785,FL,FL: Washington County (12133),359.2,422.9,390.0,622,Incidence,122644,All Races,Male and Female,All Cancer Sites Combined,2014-2018,468.1,548.6,507.2,12133,24566.0,18112.0,8.7,18.8,19.6,22.5,0.9,22.4
786,FL,FL: Washington County (12133),166.6,210.7,187.6,301,Mortality,122644,All Races,Male and Female,All Cancer Sites Combined,2014-2018,218.5,274.8,245.4,12133,24566.0,18112.0,8.7,18.8,19.6,22.5,0.9,22.4
787,GA,GA: Appling County (13001),383.8,462.0,421.5,490,Incidence,92287,All Races,Male and Female,All Cancer Sites Combined,2014-2018,485.0,580.1,531.0,13001,18454.0,20421.0,5.9,25.5,19.1,30.6,0.4,23.3
788,GA,GA: Appling County (13001),158.3,210.1,182.8,211,Mortality,92287,All Races,Male and Female,All Cancer Sites Combined,2014-2018,198.8,261.7,228.6,13001,18454.0,20421.0,5.9,25.5,19.1,30.6,0.4,23.3
789,GA,GA: Atkinson County (13003),360.9,486.8,420.3,187,Incidence,41243,All Races,Male and Female,All Cancer Sites Combined,2014-2018,390.8,523.3,453.4,13003,8265.0,18565.0,9.2,30.9,15.1,43.2,1.6,30.0
790,GA,GA: Atkinson County (13003),140.8,225.9,179.6,77,Mortality,41243,All Races,Male and Female,All Cancer Sites Combined,2014-2018,147.3,233.3,186.7,13003,8265.0,18565.0,9.2,30.9,15.1,43.2,1.6,30.0
791,GA,GA: Bacon County (13005),384.6,490.0,434.8,285,Incidence,56021,All Races,Male and Female,All Cancer Sites Combined,2014-2018,451.4,571.4,508.7,13005,11228.0,19634.0,5.3,18.5,19.4,26.5,0.9,27.2
792,GA,GA: Bacon County (13005),159.9,230.0,192.5,128,Mortality,56021,All Races,Male and Female,All Cancer Sites Combined,2014-2018,190.6,271.7,228.5,13005,11228.0,19634.0,5.3,18.5,19.4,26.5,0.9,27.2
